Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Rab14,248.5975568871,44.5054128611,248.5975568871,44.5054128611,283.2286540237,26.925130352,283.2286540237,26.925130352,304.5276119127,45.8365860159,300.3288793961,41.3683931394,304.1489847519,29.7140160994,338.7646868376,43.0369530072,209.2092888513,27.1228380479,279.0962886696,43.1617236886,300.3760155007,45.4459829725,330.0592681893,33.333180542,276.0435273603,43.8844806186,283.8564441116,49.2957582798,286.6230948455,31.0327459673,329.0098382906,28.7396352537,248.1038593127,55.0948808663,285.6624360754,35.4274418323,320.6140547204,35.3758564279,298.9802965865,41.8490074187,302.2064640793,50.4276848381,269.5570204785,22.5534786864,350.5977698796,49.1229590668,326.0568435299,44.0194321715,271.9133076044,32.93062608,249.4831020942,38.5993829617,334.4908359905,44.5345590187,309.7257170537,44.8554623708,267.8418642507,37.0136111791,221.3317903296,24.2713664287,334.6352411902,39.3566769497,321.0159518492,37.9611683692,295.9613230259,32.6253393738,234.6995383618,33.1943483819,371.9175407361,52.7950507296,299.4056002376,39.7776356949,296.0501503423,51.193960064,240.2041715148,35.8175319496,331.4877169878,45.9702084085,267.2722541573,37.6818846532,450.2149222631,124.590373874,224.2121466338,87.1875017657,500.8685230059,142.479367402,223.3970579308,80.2512464293
Sfxn3,57.6331520471,11.2936617807,57.6331520471,11.2936617807,65.0115305598,17.5288230782,65.0115305598,17.5288230782,55.8350862355,19.2339341811,74.3551234495,29.3535505286,68.7141784212,16.5096527765,74.7318969759,14.5570406351,51.5989228492,18.310059137,76.784312955,13.6993411943,60.4763331,9.5063448906,73.7092322281,9.2682438143,69.3813445817,38.5123617308,73.9246207513,37.5235164701,62.7435526237,13.6528133816,78.7884194634,14.3678391753,55.0745522342,37.5449041348,77.8182826228,26.7125217586,64.0448863995,8.5993140751,64.3540213989,11.447674236,70.1364276167,37.5040671736,62.4391158381,13.4936633812,75.5774458921,12.7919608464,74.1950624954,13.2153345961,68.5387401308,22.6690732268,66.5766739319,28.3541158553,80.4220146581,11.6422052973,76.8707650079,13.7442889778,68.2442331583,13.2146674891,59.1121943049,13.5988015581,77.9735926611,15.9226000619,80.7761883577,15.2967170144,62.1392245725,31.6354043083,60.6333309277,23.9507353435,82.7792488935,16.3647316661,72.1367953256,11.5852031285,60.78175288,24.2528888212,53.8218464203,18.5606403414,76.3255449986,18.0699878556,56.1506665251,10.1473646756,91.5979853354,35.2033938755,60.0726246549,18.8720104142,80.7477679098,32.9647132096,64.510487284,18.4829323374
Isoc1,98.5528137464,5.9654684668,98.5528137464,5.9654684668,114.5400095089,6.0880236202,114.5400095089,6.0880236202,84.4972458808,4.3985956817,76.8662108293,4.4148823129,115.6621360808,7.6953046702,97.7129368716,5.6959517073,80.1357245289,7.0613167711,81.5076433083,6.7434241599,115.1125912293,6.5675326804,109.4549041679,6.7979753943,78.6591204869,20.8478916933,88.807610114,6.0761835276,109.8252292442,7.1674720383,114.9218962478,6.0360206538,82.6936377725,10.6328032562,82.8267350001,9.3247374345,108.6391097395,7.9677462822,120.6527308841,7.7948307533,86.5577507406,25.1347982641,88.8089422556,13.5919353852,115.3985371829,8.7613004154,115.1186370813,11.4763161217,77.6522488816,8.5977168277,82.9998723432,7.0733011891,107.6940907524,7.6033051427,112.0343215773,7.4282482594,84.5468071055,12.1390656252,81.5888056051,8.8931148995,108.7857486793,8.6694701308,116.9744885016,10.0761174957,81.1255951901,8.1058592904,84.1542992589,13.2116704044,113.493384656,10.6149430478,116.9194699454,15.8867343598,82.8878262103,8.7781987516,85.8151205838,15.8282432647,104.0951636229,11.4944131863,115.9435152084,20.501591565,62.9887184294,13.9878144296,76.9210173718,43.3261967142,84.1277931597,16.5335384113,106.746794047,53.9704378062
4931406C07Rik,185.5373888652,15.496265027,185.5373888652,15.496265027,179.4425307736,10.1917383174,179.4425307736,10.1917383174,173.2274765038,16.5259835232,152.7743865385,13.2214341297,170.6632649357,11.0660300183,162.369813466,10.9644744721,164.6618147454,16.0484187401,157.2731674735,23.9072767563,177.139042647,13.0511668081,155.1881410725,12.3754787758,155.4595904691,11.2089480052,156.8889548653,12.5224025998,168.8689031234,15.6735686619,175.3320611644,11.9250104132,153.2879406209,10.534747645,163.5983071219,14.2773898031,173.0276501452,13.3913449715,170.4601106985,13.8922243816,153.7527740203,10.7388028378,160.1861733572,15.4499090279,170.6480956484,13.6868210232,165.892679531,15.4872563147,155.2763025625,12.4357249333,156.1864105004,12.4068723405,162.3773587806,13.79779092,162.362403143,12.4350707611,161.5082192149,17.5732657273,157.6953935311,13.3932893585,163.956230269,13.26958274,164.5636950403,11.1174331132,181.1269774865,14.7527139328,162.9849249115,16.7721783606,168.7987863549,18.2637667795,170.5453742628,14.0865804946,173.5534201918,21.0102810817,165.7873091964,14.1732713259,189.4779624992,17.9967866778,180.4990923427,28.3903268789,152.345066909,29.459753348,153.3987480069,25.4198457383,152.8087988643,28.1777343751,166.324941859,24.3227520015
Ppp2r5d,9.7268114943,1.6215720361,9.7268114943,1.6215720361,10.4095883062,1.4378558456,10.4095883062,1.4378558456,10.7941065753,3.3327092368,8.5186941874,2.3532413663,9.6463765426,2.3318277671,9.1795598587,2.0845238431,9.8970554809,1.9011306449,7.8183583229,2.3843012049,8.618194589,5.7970942455,10.0909696234,1.9771712885,9.4562906226,2.3469163048,9.0736625447,2.2486152855,10.2628473876,2.1442695693,9.5807847108,1.7733446674,9.8939175361,1.9953294229,8.6808208255,1.7116413899,9.6916297247,2.5160498943,12.5723176967,2.2754266066,8.277938096,2.4305026423,9.9413641915,4.391611045,10.7790218184,2.4946300604,9.0612247577,1.9268908882,7.7931002946,2.3273702648,7.30443586,1.1305739836,9.1908525577,2.6093196494,10.3812048073,1.9314542835,7.4178510149,1.4412190853,8.5267482898,1.5471588208,9.9343444267,1.0886645693,9.8508473766,1.3788767572,7.680695927,2.1758242205,8.5416033412,1.9022494153,8.7661735095,1.8136843835,9.1223252777,1.447774596,6.8101342484,2.1273427933,8.2538058829,1.2657593686,7.1764706953,1.5365463246,8.1287919227,1.3312278101,6.6535978699,3.2307859934,7.4309284421,2.2666861361,NA,NA,7.5068015697,1.2568432468
Idh3b,87.8763381269,13.3383419304,87.8763381269,13.3383419304,81.8167457922,13.2438420136,81.8167457922,13.2438420136,94.631600571,14.8473964637,102.5255954646,18.9469009482,89.7836769972,15.3832312916,91.0725912255,17.6206925071,84.2638171547,12.3388898869,90.4332052111,13.1549058104,92.5324875636,16.1005962931,75.7115113743,12.9481342151,104.1159730086,12.4591605118,86.3889881216,10.2640204497,93.7808268094,16.6687628195,83.6250126799,14.002938559,107.2905468298,13.3052591286,103.2951021225,9.6728014838,94.0377969509,18.8905105803,83.5977954631,14.7262947274,108.3423231661,11.3960509923,105.6258828218,16.123192346,92.3699760996,14.119088442,92.6454465462,8.5798238923,107.9714718072,30.4677076626,105.511816591,34.5069852586,87.7721984416,14.8987494126,84.8037916473,14.1344474156,120.3806457725,12.3984428778,92.7961029459,14.3171204722,89.3024274426,16.2231282565,75.2853795509,21.2780000144,107.008446025,30.0797170487,90.7604456114,32.3804248614,90.5550544705,16.2670705199,74.1680542416,9.6054749587,98.3697653394,32.0002341444,85.883283033,30.5948084248,88.1819882363,16.1967671668,55.7957616284,16.2449492971,95.634302621,40.9980498982,60.3788646004,30.6592700649,82.6160487062,29.2680691099,52.4631032184,19.8333520879
Eif4a3,99.7136637756,19.475062959,99.7136637756,19.475062959,114.4005887975,21.7189663263,114.4005887975,21.7189663263,104.475658326,17.1692809099,122.3485809121,22.5617837858,127.0307460065,20.9259676445,137.3007547082,24.2101621287,110.6691950532,22.8445357716,115.4438300476,20.6091716435,125.7209810188,19.2829907498,131.7581990818,27.3712719311,106.9452877425,13.8064647835,106.2517228081,18.1664704658,127.0882640128,26.7415860678,124.1926046032,17.7701780795,110.0883754658,18.6339255582,101.7071498654,17.6392225029,133.6529426666,12.0285777054,131.0316684836,34.6035154883,112.1276291986,19.9889577898,104.984192702,17.3497617408,136.8714710141,27.3427881095,123.5306840011,36.3274144874,112.2468946534,19.9860718171,104.3878730156,15.9679826431,137.2754497721,32.089084339,123.617118646,34.1523862057,107.8898892873,21.7932807436,100.7366905575,17.3389882435,131.3716396756,23.594660129,117.8400347934,20.1683605556,99.3811255711,16.39189234,90.5692603187,20.089111984,125.3273434802,30.0189421252,112.0781821327,33.0815900948,97.370739809,17.4356047241,87.6132302443,19.705518541,121.7553530697,22.3864463523,100.0053774158,19.5276316538,91.1743625418,35.5625217163,67.7589356497,24.820390794,123.8464359693,50.3582564022,85.6808346566,31.4228619495
Ndufs1,36.2653057973,8.3952502802,36.2653057973,8.3952502802,39.7714440318,5.9546022956,39.7714440318,5.9546022956,38.0131076844,5.4356154643,38.7802850112,6.2300229645,44.5276123378,6.5269272678,49.9476337945,10.6545349331,39.9509095756,11.0674852791,34.9484615756,10.4496988848,50.1918057223,7.1288978395,41.0540205951,11.4765062197,38.3539137185,5.0786820513,38.5786425817,9.5849706512,47.1697784136,9.1452867866,52.9953938729,9.1742026186,42.8031959001,7.7207208203,40.0523160884,7.8236286902,52.5127543302,9.6121215678,44.3380280951,9.2383210898,43.8224974445,7.4004646991,40.2717126683,7.0072339404,50.0942485987,9.632114278,49.2752657025,10.5383059434,37.1238846807,8.2977684589,38.7072616523,4.8817543135,50.3005469727,9.4277521536,52.4546931963,9.5674865661,43.6252500339,9.1969913239,40.7631202221,10.319185589,47.7848996642,8.4769666397,45.1516060889,8.7294817909,37.2490828144,6.8366738882,34.495001153,8.9498068834,53.4686619772,9.9600667633,47.5615677645,5.8248458893,39.1939457366,9.327634239,31.7640351421,6.5612142225,52.2925273472,9.6763544802,35.7161135144,7.2112477123,37.4005199969,11.4932447503,29.5481059825,12.2953299303,50.5444716177,10.7954003485,34.8889451781,7.7373563071
Slc27a4,3.8030924811,0.8754501429,3.8030924811,0.8754501429,2.2741968136,0.3927103876,2.2741968136,0.3927103876,3.8260870871,7.1302828432,3.5754033892,0.809807751,2.2493869053,0.4690464646,2.3257103748,0.3183523709,2.026159375,0.4859913434,3.5477668616,0.9394489246,2.4261165487,0.371995744,2.2147244107,0.4287222982,2.8321499552,1.9948237717,3.0926967666,1.2517674862,NA,NA,2.1643986092,0.4044578714,2.0490084132,0.9131055469,2.7974095645,0.8774606114,NA,NA,1.845793008,0.2770400646,3.2998034273,0.998132487,3.5249251776,0.7808125043,1.9356656971,0.554904496,2.3982262569,0.5001171928,3.959538281,0.9824846124,NA,NA,2.1930059822,0.3908074592,2.3211009998,0.5137879115,2.7290889839,1.0843639439,2.2235702854,0.8708127361,NA,NA,1.7222024972,NA,NA,NA,2.2114214753,0.8389451556,2.1280951239,0.4672728055,2.0961061882,0.5272005187,2.9429970649,NA,2.6114401835,NA,NA,NA,1.7387996265,0.2979022586,3.7536291588,1.410009175,2.1398801361,0.8356701149,2.6853004775,1.2400011379,1.582071793,0.4894897697
Mki67ip,15.6488373023,3.098162276,15.6488373023,3.098162276,45.6436713913,14.8470582616,45.6436713913,14.8470582616,19.8949284393,1.7033186177,20.9457561607,3.7398715317,42.5895846608,5.0231742633,56.1821184398,8.4041312145,18.0650861814,3.307288374,16.5349450604,3.5425595504,49.2336563916,4.807415249,67.449740298,4.6428991564,14.6191851592,4.9678879812,18.243986734,5.3751125222,49.0161076021,11.746673253,44.0567196741,1.8622194925,14.5611565642,3.842788806,17.1726555972,3.862302475,49.6298051021,3.0469849764,50.3433346446,2.8228480814,17.8217656261,2.8833411942,12.9102974061,4.66081247,47.0530174412,3.7896870757,52.937908637,3.510036345,15.6053665862,4.5772359045,13.9705413496,2.3916288743,46.7004580396,6.3339628733,49.5486120583,9.1599214459,15.2530162345,4.126616347,16.5368851808,2.7774940175,41.2341175012,8.0628778259,39.1956213963,8.3525450059,10.9212074355,5.3487557355,12.3488269985,3.1925411616,45.3630320175,11.5467924827,37.4810698218,8.1415543401,10.6516258259,4.4819064159,11.7622508395,3.1573520381,41.5800854462,22.4007930399,40.3565773808,10.8678889324,7.2703820332,6.8626619113,7.3151456072,5.3303542011,18.8314194968,28.6022901326,27.4713499371,20.7348207241
Snx9,40.5156775673,7.8037262301,40.5156775673,7.8037262301,35.3512245659,6.6834441485,35.3512245659,6.6834441485,47.952418317,16.8712442074,38.2688948521,13.7631652491,40.1573617901,3.278999911,31.3899726341,6.9559340799,39.6207290724,7.003759638,38.775502046,11.3124158155,31.9437636792,2.2070418533,33.1009912791,4.849456776,42.0095895192,12.2707080084,47.199730579,9.9467259435,33.0700457605,2.9168750867,42.7397519437,7.1528809532,46.902514047,10.0102902016,45.1190556128,7.6116984735,25.4250599484,2.4391603894,35.8979791967,6.2290622129,44.6041022706,10.5821995609,46.8363849882,4.8013757476,38.2969558748,8.838762075,38.0396046215,6.8499330122,39.2006910404,7.0452077925,47.535967267,10.0746075981,39.6795802009,7.9031001259,38.9826456187,11.1409345784,39.4143659677,8.6428948898,44.3663178181,10.337217319,26.5087413297,4.0331786609,27.1805372776,3.7849380796,43.6270230402,6.8508763277,41.249459894,11.5523850941,42.7758738872,8.7445430177,32.8531896775,7.680434662,37.0750414205,9.1718924282,37.4219690484,16.2011992668,29.0470853509,7.3267504812,32.0488713415,12.7081980258,34.9595743927,14.2505460583,42.5192282556,11.1891179693,26.037993062,12.5449956874,28.0710078509,12.6732144167
Memo1,18.7551193075,3.2840458244,18.7551193075,3.2840458244,14.4023549516,1.0425810177,14.4023549516,1.0425810177,NA,NA,NA,NA,12.7989419149,2.8872383906,NA,NA,25.1289916247,13.6964904868,15.9304605238,2.5419753778,11.822679312,1.3107890024,17.179436651,2.9844031855,16.0705291172,2.0231696701,16.3031253848,2.656962179,NA,NA,17.2028362331,2.8588009355,NA,NA,13.6352321823,0.8605670979,12.9923251422,1.2144010138,NA,NA,15.7747170947,1.8595645157,17.5384359631,1.6099206261,11.8218779264,0.7824353743,18.5085473353,3.8478330829,13.7536573497,2.2612482939,NA,NA,22.8051888334,2.3366149013,20.8777674883,18.4081376472,15.6741548531,2.8465139328,16.261019771,4.431963103,15.8686217598,3.1125973583,NA,NA,NA,NA,14.4977468674,2.119954881,14.1186143645,18.7434684635,15.3907286179,3.4454824508,9.346978974,3.3285758239,NA,NA,NA,NA,11.9035462226,3.0939188429,NA,NA,9.6395042895,3.5585543867,12.2657048828,3.9735046716,NA,NA
Rnh1;Rnaseh1,1647.572513548,196.2543315025,1647.572513548,196.2543315025,1824.6595262567,256.7810283857,1824.6595262567,256.7810283857,1498.4790019133,204.8570719869,1357.9807918136,189.8270093699,1746.2867384125,266.2445434775,1589.3706885763,238.9055789716,1496.4879943052,194.7980382833,1387.3387354878,189.2550413633,1711.3714793174,263.1301250209,1602.0846824326,243.8841449405,1402.1143887972,197.4824938236,1440.9694784795,206.5581877386,1655.0592607471,268.5788047941,1689.1658412985,251.3808515441,1387.2048570438,198.9467813868,1419.8319487604,212.3353232042,1676.0469393213,263.950061149,1749.7319383647,264.7795263561,1389.3210852035,219.3993942717,1474.8645276198,249.2399170749,1703.2970184038,290.2398614382,1747.8382043091,281.1783632796,1378.5727791664,263.8082219456,1397.8269579161,259.3329953094,1702.685337638,300.8786047756,1722.0530279889,283.6624451985,1476.0478165082,256.2023273567,1454.1979112013,225.6120132365,1581.0787404786,316.0144922538,1687.5655817535,328.2155158216,1399.2499146975,356.9616308281,1439.8690888787,323.3380637995,1652.3035960977,392.9745581438,1657.2350250889,334.1706268481,1394.5339447567,417.7174099902,1404.0726188913,325.6649151141,1612.2871243832,466.5526873282,1666.6779728589,314.5835808566,1138.8660926062,556.8652283386,1221.8914344139,472.7927224814,1274.9042785628,529.1670421684,1435.4264555263,544.2735905436
Stk38,42.7862797556,8.5949373878,42.7862797556,8.5949373878,25.6233657855,5.8027864739,25.6233657855,5.8027864739,36.0026366221,3.8580590012,37.4247728396,3.9091608566,24.9435849001,5.1854449737,24.7943575398,6.2832822009,36.6199337823,4.0577631625,35.104091513,4.3916465769,26.2219142267,5.8191429028,23.5525702077,6.81095983,30.8017175385,4.090218814,30.8694671869,5.892820673,26.2410969283,6.3949299517,26.3831956981,5.1696424178,33.3901831817,4.1896676771,32.4440702688,3.5926834013,23.7100973635,5.4220504062,25.9427565972,4.1807815764,31.341960381,6.8044231796,31.7935905383,6.284360997,26.9908144078,4.527810091,26.1810857271,3.7764964334,26.0930184129,7.6980385036,25.3197475776,9.3091745589,23.8744826014,6.5907149885,26.5227018411,4.8657614027,29.4743487867,10.0664258115,31.9410570714,6.6216142193,20.1299442276,5.761030818,20.6048008543,4.7279848895,27.1697173161,8.3174532937,22.8854537551,9.5243182922,22.1290807558,8.2132956101,22.9724749181,6.4770348577,20.617377386,7.6144962808,23.8113251455,13.6806622166,18.9059517742,8.9735104857,21.1549566206,8.5608563165,15.1886812315,10.1889645121,17.6374190064,20.0821362438,11.0330714478,7.9550638354,13.6127562478,14.4234102218
Pqbp1,23.8056976451,20.1113082515,23.8056976451,20.1113082515,19.659012363,2.7913839597,19.659012363,2.7913839597,24.520955875,10.3153595036,19.2870853054,8.7080518943,25.5879115307,6.4527746185,16.9618227133,NA,21.6275415079,5.0768588758,19.3449574161,22.7372229054,22.8778537934,11.6631715268,19.1955655643,5.2281606806,19.0962936901,5.9365982016,22.8720075636,10.9008069531,18.1474103548,2.2655097243,16.7252063648,NA,17.1282517762,8.639695515,20.4608684491,2.6734616788,16.6727883165,1.3540322531,17.72455666,1.4476801456,16.0050489904,4.0746399962,20.2733909485,4.0843807155,14.9166095485,1.0314648651,19.345522979,2.9738253411,16.0175534301,3.6546594827,18.0502714011,4.2095270878,14.5119322601,2.1948457733,19.4404300198,1.6348000043,18.7499276256,3.8061902382,18.7729268075,9.1322421547,14.196461216,2.4405344486,16.5805654643,2.9790355524,14.1185733834,4.6894083675,16.8396451319,4.7224388658,11.021215272,2.0968398441,19.0525042696,4.0318611306,14.2595256504,5.7155076828,16.5509849791,5.2790797746,9.3325254362,11.6547603027,16.335725788,4.8348938603,8.0669998752,13.1856512514,16.0726149412,10.0012242751,6.2534591493,5.417876518,12.2958448528,7.4576685605
Bzw2,10.5269225106,NA,10.5269225106,NA,17.5691839793,2.8185546576,17.5691839793,2.8185546576,9.4153384778,0.7936759951,8.1549808901,1.0721432267,14.3069552831,0.9756959443,16.266809561,1.3203794402,10.1343243838,1.7761796955,8.8777931035,0.5652807011,18.694119747,0.9061038384,13.7965200799,0.8346918545,9.8616880347,NA,8.6956471947,0.5013025332,12.8574670541,0.968252604,14.207037989,0.4376581087,8.0169924362,0.961703737,9.0658459131,0.9043332662,15.002478939,1.5793570107,13.7130939693,0.868595842,9.0773505471,0.6085894672,8.4725505498,0.5999549698,14.99444819,1.2637762631,13.0702273541,0.8136525032,7.9860335143,0.8545568805,7.2985577998,0.6944725304,14.2253195216,1.1409284742,15.6681202333,2.6615975108,8.7698216254,0.5152449165,7.8836271732,0.4880628314,16.8231231519,1.1205880224,14.5460822194,1.4567636228,8.2335554347,1.4556113399,7.580253945,0.5326827638,13.3641601125,2.7127625938,NA,NA,7.1684345347,1.0230462824,7.5247576345,0.912789406,12.3198323465,1.4922907957,13.183715879,1.2925471763,4.8295747345,1.6914321283,6.23975281,0.6498769704,10.9343799439,2.5082026552,11.2969795928,1.7795521277
Rbmxrt,92.2864359341,15.5735384606,92.2864359341,15.5735384606,96.2421967719,13.0354964033,96.2421967719,13.0354964033,107.2881700314,10.3951865716,112.3403462807,13.2478241465,103.9512264536,13.0265639613,120.292847458,13.5643224399,101.9160677978,15.9133559544,113.3860175363,14.3000887881,109.5732799345,8.9759337012,119.1408158269,16.9572061697,109.1444254741,18.096085907,109.0968508094,13.5915352522,114.2980029163,13.4934803779,105.924595006,12.3610851805,104.660468626,14.1338226065,107.2818116854,15.3037615427,114.9657210105,10.0047000086,111.6218083343,11.4977790686,105.4227788086,18.0136619876,101.0847502289,13.0356216172,112.2742559521,12.985205856,111.130918414,10.5845112253,106.00547182,17.9604269824,105.0054334707,14.2148099169,111.1530243194,15.3112370687,107.4710596287,14.9081769925,109.1392243319,13.5569677922,107.3498769446,10.0347004184,109.4503740672,12.2702319522,107.9262741385,11.9849230314,98.8885373502,18.9605169819,95.3227998006,14.8409195573,106.3060914552,12.7587589746,100.1320434686,13.3311286146,102.3728783899,13.7516124634,95.272423513,16.9954469526,111.5858240742,11.8621608988,94.5931275132,11.3039320505,100.8068624759,23.6406958363,79.2978414923,19.9177597518,116.2668116463,21.6077408145,87.8376928992,18.1713278052
Ppa2,20.1255984901,4.741811387,20.1255984901,4.741811387,26.7731977523,4.3545005681,26.7731977523,4.3545005681,24.4444652553,5.4428566969,26.3600576436,3.1271487465,24.9892139062,4.8067325001,28.9008650091,4.6156061109,27.3065112248,5.1323872651,27.2341160426,6.4430406185,28.2045916632,4.4542657835,27.8252740406,5.8795361772,27.5859262793,5.2299963718,26.2157131071,9.5550022315,26.7851448973,5.4635658501,27.826396359,6.4052478643,30.1673148804,4.4832056429,25.3272313894,10.0888049383,28.0022971589,6.4896436841,24.6464161413,18.8995963999,27.4659063062,12.4952363068,30.2039032803,9.2907124535,31.2610216836,11.6444269113,27.7374466581,12.2174759978,20.7014717737,5.1327110218,33.6547604405,5.7736684423,28.1433813038,8.740362955,26.0046313264,5.45813983,28.6306178541,5.7431596763,26.4839355854,5.2127819889,30.2601069323,4.5107537453,27.5943505456,4.2267363603,28.0576797911,3.8176376383,26.4074187963,5.0657910692,29.9077734396,4.7423980248,NA,NA,25.7142709214,7.3333158908,28.0104151352,7.2654278509,29.3720459052,4.9974414935,28.0000306576,7.4357563771,28.6229603231,5.3066494348,21.6721465294,4.270143074,32.2627064445,6.105750755,22.2986467333,4.8364397444
Chchd6,12.7454143427,5.5201865568,12.7454143427,5.5201865568,NA,NA,NA,NA,NA,NA,21.5838597932,2.1457358371,14.6660184735,NA,10.2364261764,1.5758454187,NA,NA,9.3532732498,7.8447519334,16.4364984939,NA,11.0611823947,3.9417895603,8.4093522757,7.4992859646,17.2826052708,5.4193204381,6.709273843,9.4540341142,NA,NA,19.6549086727,3.8924158149,NA,NA,15.0410429419,2.3414572586,7.8987741051,2.4763992361,13.8317506311,4.7089607718,9.5176915504,6.2486111643,10.0094638412,2.0087958467,8.9926411088,2.7938938451,12.4941591096,23.5542331947,11.5312535544,24.4665458078,8.4380160563,3.2228466156,12.0008876027,8.7827275225,12.8235954534,13.4343075055,13.2619036797,63.9345579908,NA,NA,9.221081852,16.2249458061,14.784413075,4.815786528,12.3097426785,3.1940955948,8.4203587924,9.9268534078,7.9199854643,4.1134498056,13.1104452539,5.5256840917,12.1100218442,17.9983046604,8.9061926316,3.8014678436,4.0293744452,0.2013541266,31.7394562892,16.9302575333,11.3852644484,24.1331239747,8.7213191412,20.0134878682,6.1132630582,12.9172468309
Ddx41,3.4218403431,0.2895459371,3.4218403431,0.2895459371,4.439148241,1.1322438407,4.439148241,1.1322438407,3.11678946,0.5581956937,3.5260108936,0.2273911622,4.0040761724,0.5332466939,4.2542136448,0.6695080259,3.7254835157,0.3442379534,4.2172525272,1.2856077087,3.6992611235,0.6526109072,5.6875474202,0.7713925701,4.6175866306,0.7845450675,3.9761777214,0.2436968608,3.9238840441,1.2956530543,3.5466523754,0.5341479007,3.9811275761,0.8045183944,3.4921125658,1.0381941764,4.6226123268,0.2736716853,5.1051521707,0.8902441723,3.9907657209,1.5502496355,3.0755813652,0.8313093397,4.8041200629,1.4442977881,4.3843318095,0.5573331333,3.0745264109,0.8875154183,3.5669180271,0.5210841083,3.549935853,0.8999730676,4.2493758589,0.5372880005,3.3861387523,0.6502636911,3.3923014617,1.9260510932,4.3418518708,0.6977674066,3.6520320698,0.8600378875,2.249079244,1.2795209131,2.6510454529,0.8778407076,3.560971824,0.9776281222,4.213556393,1.1870633582,2.3508928773,1.9085118256,NA,NA,3.7057165364,1.1489674255,3.8453745129,1.1528420365,3.4098603029,0.9601938334,1.4503991716,1.6872013542,2.7569372933,2.2490681795,1.9981307021,1.8509036062
Ddx1,81.8441967312,9.4737271333,81.8441967312,9.4737271333,77.8754006641,15.7405876664,77.8754006641,15.7405876664,81.7560559615,11.340556125,77.1503712392,15.5163631626,80.2131214087,10.1441189506,75.6334595638,15.0678304048,84.6163346205,9.6056971534,84.8261257021,8.2844810036,81.2478009062,13.7735365044,85.9284746644,13.5860809401,87.3235266406,11.9144822568,84.8473076439,13.0375693573,83.3229702259,16.459679263,79.8343710772,12.3313403041,83.531364313,11.3267297914,84.1519929666,10.3986628026,86.9194225325,11.13412578,78.3926579397,12.964933067,82.5535331749,10.1106214494,81.8043891547,11.1357073641,74.6909160382,12.15102941,76.5770133772,11.8741714926,81.4148340514,20.7270273504,83.0617455143,22.5467819756,82.0138620799,10.2794440877,73.0838608045,15.3318161931,92.4143492209,8.6694734778,83.9003782023,9.8450760056,79.4260550387,14.5468139148,78.2664552937,15.839096507,81.7481341502,15.1652171941,76.2288110314,14.8891222547,77.0533084949,10.5685006562,74.616418096,11.6128031758,76.3490609856,16.6613058745,76.4915527269,15.7207818497,75.2322288261,13.4182774097,63.6497868158,11.7432293384,66.0257104631,27.6424142351,67.657352364,26.9713391544,66.3685800005,17.2065055577,63.6057380821,18.4879273549
