Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Sqstm1,277.1061531464,267.6310451533,277.1061531464,267.6310451533,278.4352989176,259.8567876524,668.0325985049,556.3970182757,312.7188528914,283.3192539467,1109.7312772819,726.0985610188,332.5816090381,253.3522595819,733.1502870718,495.037279031,326.4285642958,289.4793288802,477.102497811,326.0035798882,333.1656982722,285.7704905105,825.9433565897,820.8922602996,253.233713718,289.2771607286,1204.0569974526,1075.5200061528
Isg15,30.178711901,52.4985109953,30.178711901,52.4985109953,40.7540586867,27.309578097,939.3192574623,611.6188485435,106.4108647253,62.0837638992,3423.7700640939,4185.4268101774,58.1250479299,67.562730716,6589.3138889739,8842.8423093773,73.1751283735,69.2827142019,8551.1782020298,10106.8396843581,59.9676082537,91.3580760187,6756.5826410408,6829.0692792686,58.3562577261,92.2352007505,6217.8205803535,7098.3516243972
Ifit3,4.3013961551,1.9559617625,4.3013961551,1.9559617625,3.5208841791,5.5717637285,11.1187622035,4.9640914173,10.2197699777,2.7033077944,113.0113138371,76.5623768716,4.789651425,6.0281960579,715.1879123279,771.677846771,5.2139454194,1.21E-225,1244.0443941041,1458.7847273708,4.0483356609,11.5936220884,1185.590328816,775.8204499014,3.7860811373,4.3665875256,1176.1704109574,810.7253167856
Fkbp5,37.1114706599,18.070972704,37.1114706599,18.070972704,30.5858888231,26.1813165557,24.332966664,18.1582445052,25.7931663611,24.7659484884,20.1960746193,18.8211227173,31.7646758444,29.2046740553,15.2171345404,9.1935637075,25.5803703267,19.8113247346,12.9680342437,10.4106188421,30.7257087706,23.2234638004,10.9187604482,7.4335027456,25.7934366576,23.4220326194,12.1975030242,6.5850912778
Hspe1,500.6456772847,449.0563980281,500.6456772847,449.0563980281,582.3019027194,550.2871356181,447.4942749743,319.9316657003,521.1990525109,401.6331665477,408.9966648227,396.3084955906,417.7840371859,453.3512052908,316.7328684973,253.9297292532,439.965865003,358.4972707185,333.2893323018,295.1324558361,486.8321905554,501.5926479309,380.4876181659,253.2662676961,541.3664360101,488.1027992034,436.2849146519,428.2824052875
Sord,34.8852838956,34.7855863651,34.8852838956,34.7855863651,31.9157066133,30.9629483327,30.1497485235,28.2778987947,27.0721490191,20.1946986403,17.1463800393,11.9091504444,30.7203704753,23.2561011273,12.9714247606,8.2919148606,28.736311315,21.8374227449,7.8055695728,10.3824832313,33.8314868507,24.1308521868,10.2294449329,7.7282431905,35.0228393569,31.6029301836,14.6319735161,15.7439661373
Hist1h2bh;Hist1h2bg,118.7876034854,64.5342514428,118.7876034854,64.5342514428,49.2800767151,72.4409664217,32.5383049992,54.8797875298,27.1624681387,117.9468503244,10.6923318097,30.0994384453,42.7038108167,91.1218948704,7.6663147677,18.3693571385,40.1735350497,86.0558652824,10.2888098658,6.6568332453,36.5488969092,63.5982754543,8.7472138442,10.9040465318,29.8313879669,92.233887936,7.3073031482,23.0046277397
Top2b,43.1807722178,29.3466742208,43.1807722178,29.3466742208,30.3835036535,31.7055117509,32.4099264648,45.0803350501,26.1446454025,25.7584055077,30.9856472065,30.6606374644,34.3471701504,28.590229929,17.0997515124,18.0146790902,24.5804774296,35.9715610526,15.6057128677,15.7592063549,31.9415713739,29.8402409998,13.6911732673,9.7307344749,24.9329375798,32.3097025384,13.5811072692,13.612063844
Tpp2,71.2679705786,98.4062276851,71.2679705786,98.4062276851,56.5703532734,92.6093992361,78.7013094696,179.5738561097,51.5001545375,94.8002178137,65.9411797462,90.7857775803,80.2718934906,70.3073243727,44.0197860492,61.2585195075,47.0790502337,81.4335751371,38.0552914357,53.1205059182,56.3810864397,72.9121936408,41.0404961959,71.5741457899,47.3522021058,82.1675005789,42.9815559,79.8564241247
Guk1,169.2897811503,250.6805507852,169.2897811503,250.6805507852,191.6095468213,153.8983812534,133.7034529077,127.1072411059,179.5057490341,202.9938105884,138.6037981528,154.7284158639,162.814606463,217.8123062242,188.4101318975,198.5847389213,217.8668947314,318.4639528889,200.7624765939,193.5843499067,248.5924324001,230.9633157883,162.0777157831,287.0665594713,267.5157365933,252.8603376661,126.0189470574,178.5003207829
Gpd2,33.4420079029,54.2786086314,33.4420079029,54.2786086314,34.0669532748,45.5979587197,61.9999739946,109.9370646806,39.6347720647,52.967620616,68.6744325988,103.2877842526,56.1755444168,43.3825864336,78.8980381622,129.2250878041,46.7099509817,61.2267639746,98.6196330784,119.1331308711,36.8576889303,46.4371250354,91.3034625789,123.4657763577,45.4291018827,41.6614189231,74.8799096935,97.8774588942
Hist2h2bb,15.4225430514,39.6587201785,15.4225430514,39.6587201785,5.2797657703,30.5569422084,3.339194891,10.3479526618,7.1642620527,31.4117081501,1.2293320452,8.7299834562,8.3318258092,24.3615326884,3.5603356233,17.1931958912,8.0325466718,14.4318086784,1.4625205927,0,6.1071354618,12.4068952647,1.156427004,3.1086007825,5.7235890228,28.772742398,0.6658496879,13.1956057081
Nqo1,23.5851093662,10.9100632816,23.5851093662,10.9100632816,14.6596421542,25.1725920653,19.4853721907,12.7246331015,20.6237428985,22.6144105117,20.5027602566,12.0600600769,31.1553058985,30.3316795025,17.1461263821,8.8234344766,23.0638750011,15.4312159041,13.4361338814,13.2965859358,32.3844763601,16.4024377214,16.5588767607,11.3225361253,29.6529985463,19.9437374413,15.8328285315,12.0322981229
Srm,87.1621281765,48.3124913043,87.1621281765,48.3124913043,83.5165211233,50.5784125441,65.4919582545,11.1817818123,79.9093611257,78.5266486665,43.5804216022,47.1064313234,81.4032426711,66.7642663146,17.097551166,10.3407608548,82.3754712302,40.0541973639,6.2986993556,7.7929812459,88.3252422113,63.6051212933,9.386578337,4.4264019319,60.9438660096,36.4753126666,7.2250396535,1.1758471742
Vcl,46.4647107296,30.148441199,46.4647107296,30.148441199,39.8391447998,38.6232033743,73.8939535487,51.6310384241,36.9559743838,38.4563636292,68.960857559,67.1555607702,50.249857939,30.2428499494,50.8084706311,33.611784531,37.5757519892,28.1061707404,30.4246577034,22.9388829926,39.9916618178,33.1958030736,18.0571407209,15.8476179863,33.8175325574,28.889970368,14.9607035825,7.7417250514
Crry;Cr1l,97.1416953716,92.2527265733,97.1416953716,92.2527265733,94.3088146245,85.1910962336,105.3939020498,96.38014365,93.5008871927,95.1407804511,88.3475896783,74.4578583548,96.626935407,78.127395907,76.9530864464,95.9412247598,84.0866831419,81.2962692432,75.7687917209,91.2731113035,85.9922146395,74.82859,62.0669923661,67.5781451807,77.852329811,88.8446972613,57.0547734959,49.4189641757
Gart,62.7338560488,31.2231480666,62.7338560488,31.2231480666,48.074089527,42.1871169461,46.0413399797,34.0626228764,53.5351706199,39.2549035495,31.2950296447,18.9019453035,55.9082694353,45.1359732002,11.2112014047,12.7987540173,51.2586656996,31.2648283207,8.4334700157,6.8188108762,57.5849280573,39.9409123536,11.4912582842,11.2453110589,47.2747229738,35.8219816758,12.3397146092,5.5332072916
Galk2,64.0088191715,38.2312490622,64.0088191715,38.2312490622,54.3971370223,61.0510273514,48.0098571642,39.3826163557,58.1782908842,39.7780610405,40.9760206371,34.6240898597,42.2509548492,48.5597239325,28.6786279239,19.7874124519,49.79542105,43.6188957334,25.9174488384,22.3184416032,58.1626932324,42.8994666918,32.3177093038,22.482063267,62.7824487038,54.2991032889,38.3558744773,33.4356053548
Prex1,159.1761620739,71.7545480079,159.1761620739,71.7545480079,116.7217161418,113.7745747013,125.6691888611,123.7378198496,121.2946164204,110.729331262,105.9764971657,98.77158568,120.1731192157,124.221393798,84.8846780809,63.7404270121,116.5166674521,77.8350652062,128.7242319344,104.1782562948,137.1680532455,89.5042762015,217.2317934349,114.8555039567,136.5673556096,111.6108313632,283.3231452148,184.0994260615
mKIAA1207;Myof,163.3322495066,115.078354507,163.3322495066,115.078354507,97.9093972785,127.7402955898,146.1581168272,173.3168302412,114.6706895514,127.7932811649,177.0492654303,169.3744140251,142.1690569628,140.9526657646,108.3342429845,102.8010162559,125.5819611271,124.2070910559,94.9049067643,92.8115346677,122.1373438166,119.6502654816,126.2919115142,96.0092966726,97.3779487288,119.6447652237,146.6716696886,108.347622857
Swap70,48.3995445636,31.0694571901,48.3995445636,31.0694571901,40.9865801612,47.5576958949,104.1667028534,91.5070519855,40.9871729315,39.0255170657,107.0243756464,98.4037354426,60.8563020748,49.1344976232,53.0158772192,46.0600024939,44.5507927366,42.5746867125,53.1985556863,49.9299189994,52.4617471076,53.0997277835,60.4569256368,54.497418186,45.4867748334,36.4288855329,52.3356576938,34.8861814692
N4bp1,65.0821960179,77.2738937117,65.0821960179,77.2738937117,66.9402748785,72.0563323155,89.6359031884,122.2811760195,67.3460835877,89.5669067329,103.9990874183,91.6160292074,79.3806367019,75.0998362742,103.5881807534,121.8422293867,66.4063965404,107.9264463643,93.2698506331,112.8878633155,77.4155587139,86.0086335637,82.0630012199,159.7433028808,76.9531764167,73.2829460308,86.4984632916,122.7715032877
Cdc5l;mKIAA0432,75.7599943934,145.5779171728,75.7599943934,145.5779171728,90.3453834807,96.2329724045,96.4034777501,217.8283689028,78.1739628581,147.9645336316,55.603193035,84.6172466136,104.9529302022,108.7958147528,64.645528923,101.4034157832,86.0299408393,165.4720187185,50.4887503218,68.9563881798,78.8363764773,123.9465072159,40.2801508304,125.7681736652,97.7557087732,152.1115501299,52.2715060926,107.9219346425
Gbf1;mKIAA0248,19.4767578807,17.1094448778,19.4767578807,17.1094448778,15.3780126055,15.1434420728,21.6250190122,18.8150758149,15.9892841307,15.2696824636,11.9830902619,11.3589947087,21.0342871471,16.5820006921,6.0410449599,10.102554553,16.723483968,31.1784152595,8.9556642015,9.6323907559,18.9417411442,25.7358360269,12.9921466862,12.6300516852,17.6298600945,16.0235799025,12.0703652019,11.994217363
Larp4b,45.5795656386,65.7413764712,45.5795656386,65.7413764712,37.9321805941,41.7386226426,88.1224815512,154.3318023593,47.7087247484,74.9697589333,99.0287528478,103.0802399961,56.1155389361,47.8529086251,46.5596750347,60.3516161385,41.2701756813,74.6037927589,39.3906308731,51.3771436614,45.4307533708,50.0557393933,50.2136560169,85.9982032431,37.4960492739,48.3566865618,55.3569575181,68.1749446878
Fam120a,198.5782139558,250.1986111821,198.5782139558,250.1986111821,188.4069616858,207.0474568785,176.1178122781,205.6683345283,163.9879622072,224.8280928564,166.0247715078,186.1600279162,196.5135969689,206.3061324675,121.2318025355,128.3581101,168.9582546893,269.7180384183,122.8293320546,130.2868194129,186.840497436,239.8200473777,109.1111144777,165.559068967,178.3228749561,225.9357893587,108.1740702501,152.6035249928
Rftn1,107.7495664573,71.9447088053,107.7495664573,71.9447088053,97.2487972077,77.797350826,122.1970318389,94.4419018906,107.5545837326,70.2115180192,124.6417747821,115.6845725678,124.7308113484,97.5931221779,192.6826698981,123.0966811311,108.2604807867,65.5269592921,189.0652175667,104.3849352756,114.8404610835,73.4677409244,206.7768991323,78.1845100997,94.6215850118,57.4037019591,206.0344492401,98.4150990218
Pram1,7.1256334479,11.517782883,7.1256334479,11.517782883,7.6992354496,4.6512977733,5.90959889,3.9669790529,10.3882710365,2.9522186119,2.1739000341,3.6399226797,18.4536001176,6.5285201737,6.0624867149,0.7487816663,4.5835129442,2.0208127365,1.6605866915,2.3310254382,9.4936311897,3.7221174943,1.2629688887,0,4.8325926737,4.2203874734,0.7915249572,0.6799425445
Nop58,84.4593316348,195.3905191041,84.4593316348,195.3905191041,107.6904351275,137.8891525761,171.7998032098,555.3720972561,105.2603112258,168.0390483232,124.0076610981,185.6580432577,149.9014632098,93.7882910948,34.5577807,53.5171892304,93.2059235193,206.1095745915,13.8452862304,22.293978148,82.1150543789,108.5749885712,10.3168366025,36.1506401413,74.7700207259,109.2106746536,11.4344274655,35.2852852137
Rbm16;Scaf8,26.9536154695,27.9957827357,26.9536154695,27.9957827357,22.0864816904,23.7855970275,18.9894669336,21.5886345049,24.8094226305,32.7911495521,15.3195864012,16.2925895031,27.2383931177,16.2144894757,17.1720949912,17.6380084783,21.6179382578,20.3708139576,14.750927508,14.8850105435,26.537164043,24.9333074627,17.8809641447,13.2918130169,24.8536345981,15.1344498053,18.5739170611,21.673106193
Pfkfb4,28.0553516383,17.860477521,28.0553516383,17.860477521,19.7028757935,24.0781082793,12.1500114667,13.2004529996,25.0575255293,15.5386490064,9.7498035462,4.9409167164,25.6357790679,31.1427318305,6.2591297974,4.8854419975,25.7584531399,9.2059447215,5.4316572402,4.4075619109,21.3661814086,16.3931446273,7.3973351152,2.1856927619,23.1049074127,18.3556353863,9.0905756392,4.5566414621
Lemd2,62.7605789341,47.4919565031,62.7605789341,47.4919565031,62.112424449,55.9397832498,37.1667835576,30.2447582021,74.9861619178,57.7883869371,30.032346763,21.4932693683,74.0133193244,50.5163122291,33.1666389562,28.1643012131,63.7861775972,63.4587594892,38.6985704472,32.6991419818,57.4944739888,62.8908175623,42.122329715,45.3095157928,64.9888005503,54.4359567176,54.6617960162,43.4047315861
Nomo1,32.2998287094,17.4719723955,32.2998287094,17.4719723955,19.6311490698,27.2207974107,32.3785923691,19.5185016419,28.277022884,21.6030904801,27.5814541575,23.6884515543,34.4428228447,31.2032626119,20.013329361,11.5330600002,26.7919057504,21.8405355381,11.8695179206,10.2668669623,27.7210322892,25.4458218393,12.408884968,4.7503176916,20.4724065006,17.8109971438,12.409957376,6.1321534244
Prdx6,202.2164754145,118.3368471122,202.2164754145,118.3368471122,168.6902834658,164.1121098259,227.582068877,172.9727342068,173.392823379,128.4232486069,239.5462323193,232.1991567476,209.3186734084,185.0234272975,251.1663248682,170.886048136,194.8813169323,126.8442000362,217.9330592653,168.4609785556,209.5554274101,116.4146908552,249.4282580716,148.5126426094,168.6275707194,127.8350132862,321.0306819732,184.8105463451
Ifit2,3.9924137443,2.3566317928,3.9924137443,2.3566317928,3.2932326654,2.5176014283,15.9706609544,19.82098934,6.7443933476,4.7299261425,403.5787718433,307.2357201843,3.7760213466,6.0431604255,1758.1828985351,2174.2006208187,7.5966719205,5.5704052594,2128.4657971014,2168.4140781156,4.9651352224,13.2386111223,1682.9930134105,1623.1948381483,4.4725098897,6.1998073631,1335.7862868983,1269.3633557305
Tpm4,697.4560944033,437.1908262959,697.4560944033,437.1908262959,523.7411085613,486.2849775956,615.2577422858,529.1402268355,543.2954058865,387.1106553842,779.9887728752,568.0792606471,631.2623176556,515.0640608671,707.8531292162,519.8677289166,570.0580021372,381.9542250515,780.2523143882,601.8983764173,552.5581622664,384.73582187,827.3108231919,398.0852771706,480.0608563414,360.4341819216,674.7815339852,435.7456698492
Cltb,69.7262833179,63.6705071526,69.7262833179,63.6705071526,65.8385188783,57.5295167725,44.2596603824,53.218637551,66.331918543,61.2224659175,50.4115985178,34.3013579809,55.9878764258,60.7794899033,39.0756754063,27.1464490343,64.9935340346,76.9787052734,22.26740628,27.1161707112,60.0540102387,44.5683900077,12.5813352985,18.8302693251,65.6682213886,52.0936289191,11.1634383302,11.1495979986
Exoc3,31.2143198518,42.0763578532,31.2143198518,42.0763578532,30.2534894248,36.7394147792,28.9637305769,45.7318462346,31.2474890507,45.2372108085,16.6521302267,26.4203053231,33.7800425763,30.1373682155,23.1687505147,28.3643416208,26.5366051194,61.0560174764,20.6423913473,34.8684540581,31.2900654959,40.4029261378,21.5002921815,33.6252316154,26.639399209,40.177718706,17.2784290176,28.7313610512
Nipbl,74.1555365511,141.6531848799,74.1555365511,141.6531848799,77.841545913,96.1772788422,105.3746320413,168.2440718452,85.2286348123,142.5196290477,63.8569154434,100.6772439695,87.9510942314,88.5356695539,65.3938501458,123.8677476471,71.4458647746,145.8206759058,68.0555429605,96.188609082,84.4924205941,122.813455285,52.8667680662,135.0188297009,90.7221073176,135.8974901218,64.1824718417,127.8522295976
Pdcd11;mKIAA0185,34.2505232513,36.4852181372,34.2505232513,36.4852181372,33.0849241904,31.9215992416,38.0509467636,56.0131509492,35.0619768617,40.0477477278,22.6127921898,15.3066786159,41.7042104479,29.5445493985,13.5152552129,15.6848437668,34.8667001751,38.4691147604,15.4496840348,18.0739030678,29.6533672332,33.6834899848,9.1066123531,8.9835002393,25.6606123315,24.0164058541,10.4002632477,15.5973311116
Sp140,65.1482723476,54.6806714323,65.1482723476,54.6806714323,53.1686438567,41.9787589546,136.6171331838,219.8564033977,62.0064154299,54.9929578557,392.467221522,445.7491384012,55.0736909716,52.5150226508,586.9960968758,729.5526603148,59.7251804468,65.0781118831,493.9603262825,607.161265571,61.646681418,58.1527475856,390.6477210979,446.4638957218,60.8523420104,61.8062766338,397.0390015481,480.7860382376
Npepl1,71.7547656444,38.4011738011,71.7547656444,38.4011738011,60.5644065802,51.9327026532,60.097782782,44.5577898208,65.6723194531,46.7567473249,57.1314989735,50.3719520957,67.3740932975,59.4175165905,38.4580290213,31.6976852464,61.5704747006,55.2133432265,26.4031484902,18.191980646,66.7626584791,35.3137445108,24.9444914236,12.5017368224,54.7230361255,60.5180503552,19.8682301732,20.6694482172
2610101N10Rik,160.5160001293,483.6370517718,160.5160001293,483.6370517718,197.7447591347,340.4668755684,258.082998708,663.420084665,257.6929837046,415.1953549045,259.9893711451,431.1386445957,327.1278669218,224.5040754485,199.3806077046,465.9296473423,207.4801782116,548.2938452076,153.8593893223,264.9813797722,194.907743515,350.9020888798,104.1303529657,403.8725859284,250.5675631317,370.2970935595,131.938763907,398.1251057505
