Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Lcp1,1398.2497588711,1205.0295323775,1398.2497588711,1205.0295323775,1243.7101533561,1150.6418577499,1560.1546335538,1061.0890226874,1232.9709843203,1261.8184540753,1712.0037181961,1503.3617087285,1342.3624239694,1292.2477861231,1456.1394960905,1389.9389835719,1306.5571367589,1338.8226419561,1331.8561835437,1262.8450271557,1198.7716152972,1050.3187332584,1217.4572350689,1211.3699961256,1002.8968995612,1024.2251214569,1114.7921756055,1116.6391255868
Sntb2,8.5679432803,17.7791939513,8.5679432803,17.7791939513,10.9579488067,10.2325950705,16.9216739981,18.4618851563,11.3667245931,19.2864186397,14.1357746758,15.5471069569,18.263713997,14.6345861131,7.8765726944,3.8375876309,12.0490022923,24.242734895,5.4413568367,7.683829015,12.3170529854,11.5480562293,5.6946898487,7.7037961673,11.7282302797,12.444876907,5.6519107634,9.7273694444
Fnta,80.341349579,52.8464293953,80.341349579,52.8464293953,80.4361107784,81.0547384221,58.2269629411,47.1205634486,78.9689307559,69.3771098312,60.9493299161,69.4625919885,74.7955529539,77.8994303973,45.9498315405,38.1096990911,80.1261591696,58.9279646111,60.0589124544,57.0285338597,79.4055944959,54.9960041764,55.5391655409,36.4565433922,71.7205095906,57.7337793605,48.9189146381,32.1508966177
Igbp1,77.2378676688,49.9788758675,77.2378676688,49.9788758675,78.7816632576,56.8635976502,82.2602262695,61.8756332719,80.0630073413,65.6590866367,109.1560776366,107.1841416539,71.4547095649,63.9483199503,125.5506734616,99.9850543568,64.1900061915,58.215555663,129.5337788346,95.6820956749,63.0569878612,66.0913342275,116.8142476345,101.9309602719,63.7146690952,70.1003485388,105.6092643209,102.1604835406
Soat1,221.0279962888,319.5250424546,221.0279962888,319.5250424546,234.6576422859,268.1173579588,239.4850841387,257.2587784228,215.6713162706,337.4731609427,158.3210581374,204.0593486168,262.4285783695,296.2401200642,101.4510764492,109.2339913672,266.331749755,365.3925183247,74.2816273339,85.2187755607,260.5415824942,316.2194463961,100.4004272138,161.8612583559,252.0958459022,319.8709824465,162.1064151878,169.5723608841
Bcap29,97.8028190261,158.6373668759,97.8028190261,158.6373668759,108.8918144771,148.025350882,97.6070027003,187.0736430591,85.5504673574,167.6355083072,86.8375915365,128.6206792735,113.4953473995,133.6810074122,49.0580940498,80.6603635425,113.7881543967,141.4549396526,44.5009923973,63.2225599783,92.0786520086,118.8802230501,44.9298324927,70.5222493094,90.1594053519,134.4570537675,44.9994771829,51.1256558904
Bcap31,306.9091359342,227.384643639,306.9091359342,227.384643639,274.348913212,305.8034636969,260.0653299778,138.858236748,307.1788546726,223.5947419839,240.6536339985,227.1259629112,283.3690117793,270.8257872597,212.1660696913,138.8236611293,303.6246360994,154.3663622799,200.7571957898,175.7091150656,297.6121941304,220.5115568057,196.3149320742,145.5968290719,272.6084459847,240.9224327462,238.2372892076,154.6972159533
Hadh,97.2000202016,117.8624031648,97.2000202016,117.8624031648,94.053197141,90.5342779322,89.0307296438,85.3289418828,87.8934836368,109.379466368,59.6971538671,82.3704786001,94.4313849645,104.168945906,46.0506863384,52.7584037589,82.0968681915,88.9127977763,24.4368134288,32.685626686,88.3576299458,114.1792490913,15.4475901417,27.0210378015,94.4669091026,106.8089170987,14.9178898785,18.1875071334
Cyba,2985.9197733667,4109.6377034167,2985.9197733667,4109.6377034167,3593.8512468635,3955.0643191464,3581.5799672562,2220.6196865327,3849.5778270937,3625.6707257907,3249.5207643363,2997.6805089616,3477.4858654926,3928.1258253307,3293.9423343348,3416.1475562218,4264.5945306265,4106.0027468787,2896.2056523066,3272.3377304735,3735.3420276001,4460.7716004648,2605.5313747209,3699.732790168,3927.3054702746,4340.552302009,2636.7702548155,3717.8721849039
Trim25,44.65972396,36.7552792852,44.65972396,36.7552792852,38.7479348929,36.8415734787,49.508867196,57.0307473517,52.5837685117,42.1218293508,222.598240252,178.425780882,54.9712336887,43.7462296638,260.4509591162,247.9677761618,51.1413730094,46.1240979459,239.3271343223,194.6487630028,53.0434699657,37.2623740283,239.3818541476,195.3282430576,52.2042126073,42.9913688638,298.6244641052,235.3376909208
Rad21,132.3513975079,148.79339271,132.3513975079,148.79339271,124.4963808873,129.0883837855,101.5279224973,108.6232500398,99.1503007046,125.9217797625,86.1568428921,88.6188473491,111.3140948156,118.2917164385,60.1033654365,72.9062944799,106.4009713613,137.638924855,77.4489070795,73.671005983,102.3444889389,125.7701635051,67.0589938911,87.9097491799,110.386271278,112.4781940991,71.7001512093,67.8488917817
Fscn1,65.4008790227,81.2257127132,65.4008790227,81.2257127132,115.1948494131,66.9019271168,282.2321340739,112.2114717542,150.2361027637,63.7638656357,392.9137162415,190.5665373146,194.5242904656,62.8370299534,485.8264361452,296.3810478995,106.4294096661,78.9403830535,415.4069552475,356.0513642427,149.1359880935,51.7273085631,415.5808423016,297.7347662096,67.2675529254,46.5224036682,314.413235425,246.4709458487
Fdxr,6.2128032178,12.0628312403,6.2128032178,12.0628312403,11.5846814608,6.5611071597,11.0596244199,5.2782348322,16.6520493763,12.2581872441,5.0416056781,2.2231206852,16.5213249072,7.9761579884,1.8158985785,1.8295373955,9.0005211239,3.6559228477,3.5288938634,3.9379254994,12.1370830504,9.4151762247,3.2501343296,3.9100735967,15.618135166,9.9213234094,5.2899967466,1.6622411911
Fxr1,63.091007848,101.6330261682,63.091007848,101.6330261682,54.6230511521,70.2511794395,70.762674388,107.5702170949,59.091277637,73.0845031161,67.853092708,86.6775683752,58.6241728093,65.6191053726,72.0420926951,99.3043599419,52.8292117982,92.277931973,77.0606076547,94.9201315523,55.9688273727,87.2538930535,80.0992302309,126.5834714092,46.9393466307,87.2267248399,94.3158318394,93.5754470623
Arhgdib,1139.8228986576,967.6949793246,1139.8228986576,967.6949793246,1004.9329883738,942.2083549105,787.1127133687,1376.4385957438,763.6397166485,1016.6852573218,751.4087425591,994.2450893016,916.6354087367,951.4326366785,623.6588288047,755.9489311494,798.8373173637,845.4866076654,466.0396628998,558.9944619622,919.1215902711,814.6544834432,382.2128629929,475.7327858691,834.2365267867,793.3433079422,389.4784244025,535.0534582853
Ifi47,35.283898753,11.0896230965,35.283898753,11.0896230965,33.3063540381,19.7393927439,17.8287057128,20.3755886374,22.1331698807,8.7514066825,257.8264874007,144.6745771937,14.9113368553,18.9509013957,690.5392842112,460.0702984156,19.3507737539,14.1163699478,745.8978530818,522.9607480568,28.487239045,5.7707993729,523.4275587051,266.4556293271,18.827171683,13.8648928011,330.3312731589,187.0839399747
Hp,79.6174704761,39.2735579367,79.6174704761,39.2735579367,94.1013099373,82.379381906,113.8916589301,69.9071950417,165.0765976281,78.1540126667,122.4138269531,73.7180560176,136.3368604901,98.4687517188,89.9525398238,48.7422750459,115.8479634661,69.2824818839,84.7146300274,58.4801920163,130.0593121149,84.6853121235,95.8447996289,40.6239511132,102.9525140914,104.2087421076,124.8963742569,47.2537585535
Ddx19a,47.0227969748,31.1847150285,47.0227969748,31.1847150285,37.5302856965,28.5291648952,33.600766749,26.9330544555,33.172022716,25.4723960667,30.3545551373,17.3045410203,43.523284678,26.8684646946,16.3154940271,13.2349039289,34.5301232626,32.1240327201,19.4370731495,14.3792087511,38.9491653918,39.3568364138,23.1482978393,15.0227505065,37.4720518901,29.4221041623,21.5251234867,11.2112904395
Ddx5,590.6545357429,303.804004333,590.6545357429,303.804004333,391.8759268793,392.9481726594,573.0183692297,591.3519353038,444.4717806262,356.4677471312,669.0037877763,519.9953323343,480.8185262225,389.3169257977,450.5816819428,311.5946512624,380.7841965779,347.8760969173,442.966429868,336.7357640507,362.0070768138,288.118634186,422.324514162,196.4559177852,339.5297666609,331.1381971743,454.1486412463,228.3583037315
Cbx5,33.8132529654,50.5991939631,33.8132529654,50.5991939631,28.3755885863,41.5249318258,23.6911734224,55.4020711009,25.2599048394,45.4406045452,13.9399074853,17.8904364041,27.1579294128,41.2106964017,8.8008424221,17.653306068,27.2928937938,55.3635571379,10.6589198473,20.3720734317,27.1966039047,39.4476515222,11.585986398,22.0857327708,27.4952131852,39.8986791947,11.4396816513,13.5676930761
Mrps31,19.7264871579,12.250832751,19.7264871579,12.250832751,17.8940846976,12.7358741907,12.6985526486,12.8592110926,19.6743399897,17.9425528908,9.3621500261,6.0101339772,17.8262721999,17.1956224509,9.9540785133,5.5730577819,16.5767728477,11.1392025368,10.7842748778,15.3572270745,13.6795340842,8.9258134582,9.3353089959,0.9535811298,14.108216594,18.5429857718,10.7847923633,10.6835823151
Cd47;AK018679,284.6334854865,345.1251965479,284.6334854865,345.1251965479,309.6869283529,347.1980899834,347.823392613,448.8055260127,279.3697980573,369.1598969276,353.5927098033,392.4330747034,304.5532951338,317.14176845,475.8239178733,551.0670592218,285.1471799857,364.6543376082,673.3980804664,708.8095155695,278.1103803403,362.3662733261,590.6980764179,728.8121138861,279.4040032512,342.0965399137,527.8092419053,614.5636323232
Phgdh,24.5495126528,33.0828322671,24.5495126528,33.0828322671,26.2655896877,35.0960094379,55.3575840168,21.0558095992,38.4344930012,42.427605827,16.0283469718,24.3879215986,48.0604097685,33.0419455141,18.6691339789,18.8150630634,31.6120842612,32.7570052679,8.8909467087,6.2835958284,37.0884398175,37.5870685956,6.0305881725,13.2581078121,33.2927203114,36.2428158586,5.2790644548,4.1443211019
Kif5b,146.8134349575,448.2268074427,146.8134349575,448.2268074427,186.5854762186,303.2535240597,220.3003057202,442.4254487979,185.7026264242,428.2847004604,185.1367515518,355.241314529,225.5541008999,279.7009862493,213.7924500259,545.4834154518,195.7084308901,551.2771530401,230.0272882569,437.1081684798,176.0863254101,434.7026691332,145.2104326632,523.6639418846,215.4731757895,375.2404636,120.4317073178,389.0809967166
Kif3b,45.6129242752,50.467906336,45.6129242752,50.467906336,37.5569536011,46.0089757397,32.8407301866,65.0429033722,42.9404740303,46.5708049712,20.6299052661,20.8128541626,46.8790527266,36.6568914857,21.1834074985,29.4344742315,39.5052513231,53.076753457,30.6737278445,31.5296616491,36.1907646009,39.1149639056,37.8827058841,43.2916196982,34.4254285319,45.9872633395,46.5402937719,50.6549623908
Mrc1,394.6476047512,404.2207853099,394.6476047512,404.2207853099,345.6127362352,379.8898756423,328.2862786008,349.9507648462,262.4780264471,385.6033809234,265.6977488195,317.8897080454,296.4348203244,343.8789285424,133.6660984055,181.0073789624,260.9859951255,332.2215983043,101.5970864535,106.2068359897,233.041443533,334.7071808509,40.6360371918,68.9182214544,233.0404720637,334.5269641494,19.2640842296,24.5192454442
Prg2,36.513618319,257.5792906826,36.513618319,257.5792906826,270.2899429143,156.8020753768,290.6506568819,483.4428974229,280.2612289603,253.8612364169,254.55132043,206.2700346337,235.0361181547,101.4850297991,185.4893790009,188.548999926,281.60885195,230.1108978508,107.6979355638,173.2282437436,262.227277175,156.7030905511,99.1485148459,218.8285546718,93.258375573,133.6207772638,92.0368963223,98.2596885941
Mcm7,86.814680719,101.4427036293,86.814680719,101.4427036293,78.4145330755,86.1294489161,60.7809411486,65.5881483715,70.6800318326,81.6979980125,45.780253859,32.8005853465,64.4687698225,60.0191263499,13.3977081274,21.3073513582,66.201615437,90.1011399492,12.4016238671,17.1185574959,62.9488698206,69.0154838964,16.0651848212,25.4813722744,68.0113643542,78.5419558352,15.379230906,12.8973491819
Pcbp2,470.8581718095,411.1591644075,470.8581718095,411.1591644075,322.4036208902,409.2730918946,351.5941188569,401.236878355,316.1374787683,386.722111526,397.7760469567,381.7459553384,384.0793258097,379.01828975,314.3732085038,360.7930809215,326.5210608659,392.6520603836,299.9663563214,298.0363075495,360.1583984768,370.6227777696,286.7104305338,296.3151050006,326.279417017,395.3241055093,275.2778376502,237.244811072
Ctr9,19.6488335577,34.9524012578,19.6488335577,34.9524012578,16.6071996967,26.0021206543,18.7721449972,31.376719555,22.5077683395,22.112063688,12.3094504436,15.1318588805,26.5357436652,20.3128688573,10.9361209553,28.2811027384,19.7620763879,33.9931836206,9.7910392116,16.8256914235,22.7821689322,33.5687295802,7.9476575891,17.9860284242,19.8694262461,27.9172239112,9.2748991951,15.976127758
Pea15a,269.1070612201,247.485253789,269.1070612201,247.485253789,250.1214981414,227.9080496236,216.5694616592,214.0523453299,232.6168295599,266.1993307289,212.1221819158,198.6510351881,264.6223844471,225.694005509,143.6462885943,135.9820127922,239.499741842,305.2687229162,111.4127105538,117.0503150013,253.552428314,251.2278783655,110.0774497546,136.678020139,246.9829511482,243.2178777228,102.5669762141,100.3855131085
Ppp1r14b,504.6372031278,650.7614267559,504.6372031278,650.7614267559,605.0587258292,516.2313231527,457.7975691917,450.5942655641,548.7668771639,585.0592508518,353.2536685566,409.5213358448,582.769727826,600.463937074,365.4549590452,322.1947050214,593.7266779948,644.5872153458,268.5601236324,276.0312747733,658.3523246314,569.8165445154,209.547311096,273.2214519084,582.654041087,517.2624291208,185.7108487887,264.4645155068
Pon2,258.9055690638,183.4450436248,258.9055690638,183.4450436248,228.7765131157,231.1064553478,188.0641512538,131.675379835,197.1413174448,198.203918413,175.4995514398,184.1638479616,173.4261567378,218.528141539,122.0899378778,103.2296150082,216.62446654,170.697412021,128.5181126636,121.6835353823,217.2371698113,235.5157996867,140.0954209761,116.1800495353,212.0295703706,208.3119642283,128.464242396,111.0453925898
Pon3,92.7771021319,68.3899965634,92.7771021319,68.3899965634,71.5623178786,74.9147876909,73.3697243979,45.483098045,58.6644764419,62.6460028341,57.7007987849,60.4944047959,62.4432106888,64.2168872471,48.2973048464,46.9137735183,73.6297143337,38.8597999139,46.9772549802,43.6902073939,56.7283483357,65.6995732721,44.1619275575,25.9680169406,64.1807231049,77.0707583847,39.4656667323,27.8398923159
Srsf2,478.2701043695,695.5011574024,478.2701043695,695.5011574024,542.7986220549,713.8326538556,555.0222640774,483.9826608439,460.0778926617,759.524325173,413.3357967448,630.9384643717,643.9185496275,654.4628277817,288.9220167555,411.0533920417,585.3892461699,589.0697498426,285.0570391515,265.9292748043,469.4977461825,539.295212572,228.1732078767,302.6428182923,463.3259707137,471.3703552146,245.1775099251,322.2821699737
D1Pas1;Ddx3x;Ddx3y,151.7147387243,155.7187630317,151.7147387243,155.7187630317,128.6853023901,146.4127546985,178.6851345312,209.532455913,109.9993836979,157.4431768889,145.8807871947,165.8060937242,162.0554883318,129.0706133736,98.2286989195,101.9256000912,118.6786220672,177.6211862027,70.0793586856,82.1657850726,123.0555941493,132.5513371555,55.5424362555,81.0644719128,105.6405121263,144.0938195241,56.4409364791,63.1641631763
Aldh1a2,34.6181507652,25.6176845701,34.6181507652,25.6176845701,29.1906251718,42.6628163871,24.8355144345,43.4073855022,28.6999546323,22.5200392071,55.9903934449,77.6936952418,27.8652381891,28.2485221686,126.1891847561,112.0668796396,36.4412941154,24.7939260482,213.0283864998,161.2162305093,31.2082706747,31.8158797114,380.1970203584,185.7049385709,32.0918722742,20.6590553335,451.7382091125,296.416592359
Ssr4,334.5600025885,169.0949031388,334.5600025885,169.0949031388,298.5694735531,313.3659253225,247.5570212624,112.2717196292,235.0669789003,152.5898227421,247.3716379131,173.927435551,231.5823144712,243.8383910927,241.9000380904,134.2609566211,279.6998147498,123.6020976133,198.3274229812,181.5073157213,285.1191708444,216.1161292228,214.4806059154,76.3635730553,255.2278837431,223.2139601295,187.8233251864,116.513804941
Snrpa,119.5194863215,134.8673779668,119.5194863215,134.8673779668,108.6452849831,98.9678310838,117.1474114627,159.5510000696,79.5870496259,131.0199994044,63.7388368239,89.0830370479,124.0779167283,124.8160447343,45.5791545296,58.3980854085,91.6271515729,127.1720764831,43.4779693457,56.6980657591,103.8122069298,128.0113649162,52.3103836669,58.9536272804,119.6360770338,126.0925624014,44.2479640138,63.8402996898
Cd180,59.0904747634,28.7139394464,59.0904747634,28.7139394464,34.9878171517,30.5007425425,47.7527242555,28.724122588,34.5040251803,31.4457494553,67.9149589736,60.9825243131,48.0791918857,41.2128972049,71.3212989868,63.2113079664,44.5444993808,22.609247712,94.1901609061,101.9068090839,36.4006552929,30.1694379557,129.6379024651,45.5775153089,23.7250081039,24.0989449518,83.8770788805,40.9082427439
Snrpc,231.4118793337,257.2418808684,231.4118793337,257.2418808684,284.3164258331,233.2806435955,283.0324477164,171.6022821161,240.8838748444,210.2654706923,168.1962526664,214.2181069258,254.6719361884,244.5240853942,207.392088048,183.3530532806,241.0085687772,284.4238192195,243.3815010814,197.5844808327,279.7427346604,262.7333112579,182.3396199397,218.6253029247,289.2713322754,235.9205711742,139.1961751137,173.6102475084
Spnb2;AK137356,43.1856369931,56.506476227,43.1856369931,56.506476227,38.618684097,55.2729556708,47.7740572145,72.3399694173,42.7143633602,64.4986037214,34.0305563251,41.137080831,44.502962416,53.3621804717,26.1596389052,37.2356773208,38.5339777866,69.3308899435,27.5411872361,40.6518243114,35.6444430776,56.1598437223,24.1316982438,49.2368553223,35.1730562833,60.3395222707,22.0783594074,38.6171817955
Trim28,92.5357680202,46.5734293204,92.5357680202,46.5734293204,80.7907288861,63.8112033402,58.6814820724,34.7511107385,92.0543230769,50.2894485903,49.6468161929,28.6304710595,78.785717009,66.6964288028,31.7081550131,25.648383858,80.9593771974,48.0918991528,39.9596833618,28.8314653576,94.9892933194,49.6500286158,42.3855650026,29.0425107539,68.6223904413,52.9472438817,45.5596406826,28.497826588
Tsn,105.2348880516,170.6183387522,105.2348880516,170.6183387522,130.5173682511,131.8511446808,104.2140133049,111.2709548677,113.5823889989,154.0050433628,68.7842794573,102.5401093315,122.3869197471,125.5195251318,66.3905756306,96.654624978,129.6922590894,180.7841122182,64.4310850875,84.1496204162,124.7275169832,137.922324771,50.1134517619,85.8546039772,134.3223864241,153.4051604757,51.8577721879,64.3912709022
Snrnp70,278.9899647527,658.6897671322,278.9899647527,658.6897671322,360.6184509702,427.4497726115,488.8206918931,619.4338424909,565.9853906768,589.7664024544,412.3971071188,523.4243634087,514.3281375594,417.8861931096,306.3290675915,448.4722239523,393.517643078,724.3344662762,246.3945308153,356.5932361105,403.8124197267,510.9534400128,171.4238758047,376.5554778039,412.4217679327,498.2293230926,206.8777132561,321.1661820334
Supt6h,40.5506547075,31.240120424,40.5506547075,31.240120424,30.9336552801,38.4547510418,44.7788734448,80.9512456159,38.324947785,38.104768407,48.7159187009,49.8264925017,43.9412306363,41.5535453848,38.0108934277,35.7143878855,31.1612287911,42.4091153953,33.7443824284,32.8410911321,37.6069834491,29.784842443,36.5101382098,35.5862570492,29.9900139171,33.9728294623,41.9531343125,43.6277567832
Tpd52,158.0353956946,101.5535609382,158.0353956946,101.5535609382,143.9511361453,134.4154326938,123.3678370673,107.5426428545,137.6683849768,113.0916021584,127.9380787482,103.1947661098,149.9899803881,121.4609874424,111.6536840818,72.1397107165,135.1369623852,95.333795118,93.0690437227,71.8032771289,134.8138463467,108.2491262094,88.5000313736,60.3435794872,128.0152087047,110.8073682483,116.7267693143,76.4261533694
Dbnl,146.5778448858,103.1405674728,146.5778448858,103.1405674728,132.2709418881,113.3771084611,127.8246427143,114.6134653388,161.0606788641,124.4138696629,158.9783623038,102.6149960329,130.6609099777,102.6741595044,261.4710382317,202.6612433487,123.2087417379,115.4136878315,296.1474928656,314.2685886362,128.2429508761,77.5014548371,269.9425950129,242.1447511277,116.33637256,124.7447552219,223.6411243909,191.1106473323
Sh3gl1,55.060999427,71.6378651047,55.060999427,71.6378651047,41.3961828559,56.2040533509,43.6929749358,65.1646180213,52.6340171708,74.775833171,43.5216311212,45.0118833516,56.0747365686,58.9725308941,33.8981395524,42.6798238006,47.2552127794,65.1819509732,23.0356236864,37.980158375,45.5977117614,35.1257660261,32.4114444688,55.6077448459,50.5754701665,54.2829558459,42.5743503317,39.5496836945
Ostf1,474.7721132122,342.3262000891,474.7721132122,342.3262000891,515.5437978675,490.7496459736,569.7781161896,392.0982091418,578.6532446436,463.2055680222,483.064702826,439.8712536759,571.3039818205,501.8138961556,505.9343880889,392.9073124589,540.7765364555,387.7226640234,509.2711271365,430.3625843658,526.9917819367,452.5304254319,488.3301621412,375.6375955391,560.3671052894,464.7889298721,519.760264434,457.038083236
Cstb,3052.9434395565,3176.0796841953,3052.9434395565,3176.0796841953,3169.7756562693,3652.8299972237,2672.2223167606,2276.61365068,2907.029431402,3110.3463530357,2601.0073297231,2940.1192485944,3000.6248245967,3779.7931666204,2944.2472754152,2764.8593690294,3724.2952517355,2985.5308037034,3512.4726904031,3369.7115542129,4146.7662793768,3430.953320442,3582.6940172358,3229.2446562485,4407.5607152276,3521.6302528376,3584.927095615,4020.9575437624
Arid3a,24.6972615833,39.0388317036,24.6972615833,39.0388317036,26.7775978867,28.2166282106,19.6312873028,46.5204660469,31.0582664877,46.7504901114,18.7570768954,20.9833778081,46.7629272111,38.3808758947,16.1861537726,21.2928459112,28.9872930384,51.0912603437,24.1875699342,30.7215562078,32.2661067173,41.2535495267,30.5605711911,69.4000669478,32.207057285,36.7589498982,33.7666706301,57.2815844645
Ndrg1,28.1842787181,25.2947287217,28.1842787181,25.2947287217,28.4389179215,26.986085412,28.5212040433,28.2918713318,26.3441873787,18.7297680919,33.6515586734,29.5786405416,29.2587666396,15.0470540285,43.0782550487,32.0526856664,23.1907631715,19.4710709217,43.5803283923,40.3200370909,23.7894112731,19.278713459,64.4469642705,62.0329215548,24.555332055,16.529768721,122.3983850497,103.0281026787
Fkbp3,57.5547406393,81.8390427931,57.5547406393,81.8390427931,69.7992280252,63.9514065521,56.335361969,55.9079434726,51.988067378,86.5902240978,43.1265736772,58.1083345944,52.094656538,45.8278689564,39.6605295994,43.2760274506,59.1582420759,78.322474306,27.4033330688,37.4525656791,45.9117622303,83.0049144396,20.6798177925,17.6503626965,48.5603166681,74.8368618496,15.7166329674,31.0544627355
Vat1,465.965356664,408.6185839874,465.965356664,408.6185839874,411.1796240593,494.6262794164,372.9467066181,268.0308668899,441.6605277229,425.8239653404,489.3634484077,483.0035606078,413.7811214578,563.6057747511,424.833198755,411.1160912894,480.9838777968,440.1046352296,365.2016178145,340.0352547415,498.4369123971,512.2270549453,367.4649195509,311.4205090724,447.7692323897,459.9548779005,409.3764018547,336.8187963771
Zyx,991.8201354405,485.8245616678,991.8201354405,485.8245616678,777.000647489,575.2225278848,881.865181608,682.3300995,842.6207980278,614.057070024,735.570057153,587.1085573246,981.5909232443,637.5183349874,681.9193330728,434.0685774846,987.8864691388,558.9613273706,736.3740428292,561.8769987264,948.0715059053,609.8791856322,766.6224886782,553.7800780228,692.0598172906,538.0377360835,611.7114975088,458.5814413176
Ppp3r1,179.3820478088,120.8219775203,179.3820478088,120.8219775203,178.9706351918,131.5260286112,151.9635169364,166.386938571,155.6003446492,132.2116677611,160.883265199,139.6351378127,183.3693191985,139.7191771324,101.4962630714,71.8778380985,163.3799953798,120.6539830006,108.7029727348,85.7260573753,178.6866913845,88.7616446149,146.8437957556,82.7829634547,152.506284441,116.2807297099,153.5181933515,93.267814044
Commd3,243.2289624619,277.0816007367,243.2289624619,277.0816007367,225.9575443245,286.2773414883,172.7736646889,204.0948177941,161.2903994719,259.7056973678,167.5323891752,248.4845166352,209.5620829656,229.7332423138,122.8796728923,141.685299977,192.3394830397,267.7368808108,139.0449052362,133.9802612251,226.243257556,275.0579559773,128.4355820188,179.0367342188,227.6164353534,339.3018683875,159.5151207329,206.3158192146
Mapk3,469.6359288222,643.0495404303,469.6359288222,643.0495404303,529.1746854454,495.7620118748,478.393440494,503.1535700611,562.6201926664,631.9594495724,365.3930802101,404.1126816796,537.6105919744,532.1372908106,338.8188601564,322.4254784253,517.5179971637,777.9849536814,282.9121410756,263.6631233859,542.1079293459,581.0327460739,237.2786730809,429.188253538,592.6972954122,641.3190085858,257.6545949535,338.6516307568
Nup62,63.1360262266,64.5127071212,63.1360262266,64.5127071212,72.4890147572,65.6970696362,93.8536791169,50.4330561841,70.3347576213,68.2907262182,77.9512275918,76.9193835892,76.785203371,61.1697540363,34.3790572841,39.8452339046,75.5819633665,71.9202544072,38.7468110791,42.7224466488,86.0815155435,68.4013466228,52.1913943697,55.5306943184,53.0125236798,61.3473084187,64.2023226437,60.2936328385
Map2k2,85.7439494822,68.5996227449,85.7439494822,68.5996227449,83.3076679345,80.0622652964,69.1036575426,103.4918775961,107.6120478445,78.0792571936,82.77644688,64.0456805525,79.5352350472,77.4992573748,75.7394321489,61.5308348481,99.2860802871,102.578526287,69.9601194732,59.8935661751,97.9079299401,73.3308731476,81.1504887566,79.6970397944,90.0824013169,68.4775042307,81.5624579497,69.5915290732
Crk,84.6930077061,63.3278520819,84.6930077061,63.3278520819,57.1691770212,72.2568889992,79.7496286238,65.510275881,56.5484327277,57.6213315785,81.5510581789,54.2537289679,76.0093098256,68.7363865441,60.8594399864,41.6282714144,59.0128136505,49.1900114577,78.8074196238,57.7973413732,66.8651728027,52.6418020046,82.4226645362,46.4245604391,68.7261750977,60.0265870121,77.5042932205,48.9188278472
Maoa,14.0701335885,23.239503904,14.0701335885,23.239503904,21.2012639391,15.101919462,77.0664927945,57.6686717924,17.168109269,31.9315137961,18.4842594506,33.6100079288,51.2925260706,15.1328256159,23.4470362562,32.9539586243,28.4575420251,35.3716473884,9.5968461297,16.1272679901,19.8506083806,26.9282297796,7.4232877946,34.2749270078,29.7070898481,23.1252987065,6.1704306297,27.2851124509
Cdk6,17.9804226534,34.3629297847,17.9804226534,34.3629297847,21.3255243534,21.2246862732,41.2703371779,36.8463936719,27.0675645354,41.7357458593,47.3178394798,48.8776219399,32.518789367,22.6898940263,39.7193966243,51.0676193648,25.9020613369,27.4160357244,26.5428370885,27.4723945514,18.5576747958,23.34911345,15.2057290551,29.437148051,15.7330466097,21.6819110535,17.9201676602,26.6546809362
Bst1,219.0862334143,147.3116678886,219.0862334143,147.3116678886,181.9279922562,170.5575680027,181.9910813691,120.7163346329,190.4634579807,157.8863855441,184.8511313567,143.4633076717,196.8297421405,171.5802259039,148.78669442,98.3730078013,192.2958203896,129.5657532909,172.8053077402,149.2889834507,195.6815546401,159.1142051154,238.2099676192,142.5520569412,173.6447375953,150.6347462997,299.0955817745,261.3531510309
Ifit1,5.2806717029,2.8564931324,5.2806717029,2.8564931324,6.1352679626,4.6216946818,116.9645649887,92.8587679632,8.3109642481,10.3421805509,1239.638882886,1464.6136037937,5.9677941587,13.8306823269,2752.0967012821,3915.5701646381,8.7166879844,7.7242592697,2955.0286265751,3218.320670504,5.0143258091,12.6600055229,1575.0487870413,1598.3971508307,5.7029456852,10.6421164416,1250.2551679267,1671.1734019551
Irf4,108.5597375328,69.9188657055,108.5597375328,69.9188657055,86.4692425065,64.3710942711,256.5502749104,199.4055494157,101.4971784712,88.4983309119,146.6683695322,116.4514067404,131.6280529032,81.5012957352,76.7680964234,39.0651903619,97.9786498343,75.8437744575,51.3026858636,38.5846934634,88.2967809209,59.5097053503,80.5754443702,65.7264311092,56.8853700446,62.705377216,100.501396823,58.6829207426
Ntan1,102.1770018622,65.9650298222,102.1770018622,65.9650298222,83.995147106,97.092822025,67.8104998017,86.4737903349,78.7311729241,86.4275048647,69.0488653553,72.8677461713,80.4738557808,88.8905504853,61.0369020864,65.0452086718,79.9904248003,79.4795953654,59.4101014934,66.6481402881,94.9023442228,78.9811316554,67.8241826156,55.2569319869,77.5152724507,98.363220362,52.7374553006,53.3217846936
